mass_ratio chirp_mass chi_1 chi_2 phi_12 phi_jl luminosity_distance dec ra theta_jn psi phase time_jitter
0.860439774356914 30.623553551753563 0.1158924185414465 -0.21638478959360596 2.1094920226233453 1.3418431438672622 572.8881022745574 -0.4871781292478148 2.7072990402832695 0.36423365472126756 0.11419837186702235 2.2814654112893202 -0.00017268349424675341
0.8671282672501063 29.18410611710201 0.02079216450938337 -0.36743669513198385 0.0939649922069112 4.40057879213832 272.42321631464586 -1.2324585285391603 2.120990803382564 1.7847724473263824 1.7084960546136927 4.134861913783904 6.952217597368802e-05
0.9857012433703728 30.421866412054243 -0.19226406418142594 0.06845225409450895 4.56544083784139 0.3043768249042828 422.5028121889016 -1.1175211303304022 2.2445796915411664 0.6722964291114845 2.465626450940035 3.634246351123009 0.00011980042334570819
0.8328706725237834 33.605081890507854 -0.5773288408872053 0.9577239921144811 0.7950370226023409 2.229312094754786 522.7707965088772 -1.2598348618389406 2.005426181643946 2.5620514231378904 2.4024356528967177 2.948479887473033 0.0001305123845040582
0.7818267084342103 29.25820086140208 -0.329794825657321 0.09648410783499783 5.686263728210972 5.560310939190541 558.3502404920829 -1.2247081473390478 1.9759415121584423 2.9448879076726415 3.137284442548072 5.112462839764205 3.8197312098884836e-05
0.7212500642559225 30.101650359537217 -0.6489541796299265 0.7798786079890121 1.406359684821733 5.634852820941419 451.9425087867225 -1.1328908484580917 1.5463348723249237 0.24431321214734625 1.3930675584980303 2.013579691058206 3.340348182076839e-05
0.9941999822105526 31.25406274744922 0.3486851227225778 -0.3651000328233859 1.655510525325904 1.467123952318002 168.2609064386268 -0.08626523945977295 2.5590534063315205 1.2801907171720595 0.4979738109499784 1.8472537644335776 0.00013175207690171542
0.8880938525005546 31.800314630164944 -0.03645193225183141 0.20234681165181856 3.581971620173407 2.396342340343355 370.0993929002773 -1.2798896950767116 2.0330266904625764 2.1384237467398046 1.9020478271990817 4.633241273972202 -0.00021377658326615127
0.9849708438300075 30.669565203198058 -0.6205200252898755 0.6474868915833212 3.608491652196039 5.512113270334344 487.7882617736244 -1.2776294052408599 1.5925527473125576 2.7453911838233696 2.0109949415479687 3.5304567592503746 0.00023359994938293514
0.8507409953176472 30.09703149941111 -0.6093258367804012 0.5363953938345287 3.7838486635208954 1.1231739739458848 411.42120521625617 -0.8995866856217488 2.642789519648454 2.2122689631290924 0.18968541324393057 6.19455262934263 -0.000128326710518794
0.9127806467832706 32.11963670739699 -0.39452529129063796 0.60526236321812 5.491380097295746 1.5196683131924476 321.4377794376593 -1.0675139202403312 2.49973393399126 1.973313459992631 1.3047944067686414 1.5036817106873135 -5.882140011028453e-05
0.9095079619416593 33.385461269372385 -0.18608857274263557 0.4457065279828285 1.8388790046241195 4.52571671843066 522.5701793799548 -1.238146110650168 1.7452056146750012 2.8269546018360883 3.1207894322128578 3.303039113556072 -0.0001832539298607273
0.8410634437948631 28.73842551338247 0.21759504477860014 -0.697123043917105 5.494275656922974 2.0496978903256893 454.4408628164661 -1.0904786830973139 2.387884059908512 0.6375647151133909 3.0449318909735545 5.672047343452524 3.551535614988743e-05
0.8958219664113753 29.684007828905806 -0.7938147145688124 0.6731118126901874 3.8864111180839886 4.835347038163234 246.3879867738075 -1.022992832071388 1.0117664229230798 2.220838677913832 2.082882146869523 0.13649476419276832 2.377405462733592e-05
0.6549401242092862 31.00586083793369 -0.06323877562214342 0.1148026703134688 1.3321593196622135 2.2098981446163104 354.6598858111562 -1.2198444690213306 1.7119719021496815 2.1436641990263743 2.4260496460537806 1.614516666614871 0.00014187256641795028
0.9831920196776921 31.932968183442373 -0.6699952682323871 0.7232936506626992 5.114491481694029 0.001682077877925061 416.22921719187343 -0.982643026927928 2.4983175115085707 0.8701423904337785 1.0971334604584975 2.312529499898566 -9.003843944893676e-05
0.9455145728920762 30.06652088299597 -0.14396096622935972 -0.20389590351398568 2.8067267197811936 0.6488521636493554 584.6508561619804 -0.9869802775761991 2.667581971018324 2.9801365247633744 2.4900561690066105 6.1694813241733355 1.5454738979472373e-06
0.9404511159983034 30.823244309425554 0.3265430083220011 -0.5514153724545439 3.733746899153085 4.034072504668174 345.21742891939414 -1.1274276843086481 2.4182007534950265 2.1022616677112045 2.5644784982945787 6.190745329023842 4.576141872619457e-05
0.9531208690375487 32.134370300047124 0.11967480765853455 -0.09435923692797399 1.001972406913137 1.1060379529131776 351.9020477304869 -1.2578989411797015 1.3128550336177156 2.3488412796146063 0.8061449990561886 3.314636823112857 0.00022719287232802083
0.9355143694158992 30.12939261019583 0.4580314001342525 -0.6711857709406215 2.039946404140857 4.147710351781597 570.0213900084437 -1.263867720487855 2.0318854698265105 2.6596571485019314 0.9823356131501505 0.32041811115475455 6.247287352877616e-05
0.6321272002521197 30.408818851713484 0.33765934313140344 -0.7952957812196829 3.281063798354183 0.03727973696062177 454.12106327306645 -1.1683562905556513 1.179125475005562 2.8482915106712614 1.771860132851262 4.132217241116029 0.0002012017358365394
0.8770826841840561 32.94542452079213 0.7984632905539271 -0.6530322108728743 4.175668319044259 1.7221968746244258 387.1201479423339 -0.9764575082058958 1.0460922207108811 0.6656033278174933 2.6362347291405364 2.3474533264120434 8.647069824517273e-05
