chirp_mass mass_ratio chi_1 chi_2 luminosity_distance dec ra psi phase geocent_time theta_jn
1.197618566115108 0.5475091296274106 0.06647626412853513 0.005801840582366186 43.28768408301504 -0.3405632660532328 3.4157451727278363 0.5666635187083433 4.680553369375352 1187008882.4302573 2.58975879871915
1.1973790017468104 0.8997133500095278 0.025834244211616522 -0.04737591095671042 47.86859575448584 -0.383704129763534 3.432398095794132 0.6229491724572199 1.1441177014189912 1187008882.4301558 2.8294151108797996
1.1973506658730615 0.8300234183556221 -0.06859184053019778 0.06878399449276151 44.767051948184175 -0.5247405542021021 3.509261609413658 0.6606424434766033 4.343499108351278 1187008882.4285712 2.638416021071764
1.1975053630296908 0.9439882372074941 0.004998529611642058 -0.014522860182469816 36.46096335070638 -0.3531263370588851 3.434177869557554 2.414101769369024 3.4035506796394404 1187008882.4305425 2.47887083469279
1.197626429284126 0.5568321763318752 0.044107785959306645 0.044547221735690465 32.761049645782414 -0.2215463394882644 3.353313023207957 2.8440029703263727 0.6992091915737808 1187008882.43194 2.4156241538851337
1.1972829557059255 0.745729721147454 -0.041237497076758695 0.052008041079672315 39.27416786625857 -0.41400364029213704 3.4399726593661812 0.9014061458489295 1.0786017235958851 1187008882.4295657 2.466886355154823
1.1973454504578185 0.8298024925115229 0.01027612139333385 -0.03496813471699257 43.10798551850562 -0.4226128836639099 3.4364692793973286 1.7451302557289343 5.551009003987857 1187008882.4296563 2.7733790051795175
1.1976249707925526 0.6726913009856397 0.010802622162855824 0.0442351849824789 39.222236220775905 -0.33104227708405326 3.411997976828195 1.660927819980551 5.7552951853949 1187008882.4308832 2.6769274494288338
1.1975152332523464 0.610401690287148 0.049642483081823105 -0.0017539291858266748 34.312675477553384 -0.3967655098904095 3.4372044827339163 1.3592535390623894 4.93719093882091 1187008882.43006 2.3785607708137455
1.1973908616959865 0.6335722596803327 0.03723788018108602 -0.01429557828144215 39.563693613454795 -0.45970539765477547 3.4596093609168466 0.32846166979399216 0.6918003276734046 1187008882.4290686 2.5245136384147444
1.1975090956006338 0.9066237132732916 0.05116670987320884 -0.06500871200060789 45.29267131446684 -0.41397204987129055 3.461772563248714 0.43187758866142306 4.571400950957177 1187008882.4300554 2.7578994418140845
1.197490224100746 0.6452446384923501 0.04212409755304902 -0.0189511469250953 41.41676354211674 -0.3962685120349601 3.439431689150922 2.551238405928895 0.24727418832762113 1187008882.429937 2.6004669885867426
1.197544632027128 0.8339035877842276 -0.03078824222886784 0.03684502232434657 29.649130564071534 -0.3892692416708421 3.445195512306668 1.9138106870279292 0.06994952896494847 1187008882.430114 2.1384118851296
1.1976472056265406 0.5923131255974643 0.03598642744873287 0.0405429153018521 27.08068022866671 -0.3994671018220647 3.421747577846615 0.32309174551179154 4.523483244738598 1187008882.4298036 2.0693994398131554
1.197529723681788 0.7316517924814457 0.0128259314429819 0.004234309857530524 44.80870133104859 -0.32962658055800725 3.3849181660816705 2.610344833666894 0.36406744374294775 1187008882.4309757 2.744096859668125
1.1974380543391183 0.6365691828938557 0.052804018468473365 -0.03578116860036453 33.77166876554602 -0.2551005866627555 3.378732211594825 0.41966681077958884 4.025169927500627 1187008882.431501 2.4582550531644642
1.1974329451749024 0.6187044102412401 0.00552301832478698 0.054815298647762745 28.824715546065136 -0.2646316288731272 3.363482480569298 0.34651558607217536 0.8755875872279483 1187008882.4315524 2.275651320699562
1.1974816190437452 0.8556956264812899 -0.00841813291059542 0.004362198061825515 44.02500873691025 -0.3483948369748469 3.4094107221016254 0.06823265222609046 0.9248102994868659 1187008882.430619 2.9299730666494455
1.19763197568297 0.5590534977866088 0.03732740237682748 0.0582246139191481 41.11555584025623 -0.3086160880485399 3.394890474631653 1.0230003076776726 2.0955294186803304 1187008882.430827 2.9757361503276565
1.1977016449306008 0.6585075797297334 0.03159020949797681 0.01960595165173118 43.18802393079403 -0.34731129918695236 3.4207729821639816 2.533838553107325 0.8155870091995319 1187008882.4307806 2.7971126554746633
1.1976156340579214 0.5971263013561631 0.0306535422591305 0.04729468965958064 31.32506755793803 -0.32557120093687425 3.3906458051257813 1.9976553906243182 2.95252976084965 1187008882.4310544 2.298175897788096
1.1974523844786094 0.842134227691168 -0.031751316684373934 0.029552212025258873 29.719023156475256 -0.323638930142319 3.3694600163844646 0.379981882594865 1.2165376670821852 1187008882.431119 2.2956018376523266
1.197538574585925 0.8989751638854665 -0.03490586823372248 0.03751469907602549 27.387613966824475 -0.4230129469769159 3.473004039052094 2.6898269578773033 0.5212518477704706 1187008882.4298823 2.131150988250515
1.197345086210497 0.7140772014293368 0.022278666546180992 -0.02694574945275388 34.98830688423041 -0.32098226018024445 3.405442143642323 1.3036440312172606 4.845979414449066 1187008882.4305246 2.5719165386566845
1.197566029068529 0.6857464149325567 0.04899700841994796 -0.03480202677792432 39.54476609762259 -0.3783305257938455 3.443034497568746 0.5059957970473471 4.641233374454759 1187008882.4299223 2.5663806590539604
1.197331827281501 0.8760498133009577 -0.02528217811633248 0.005415543928668276 46.467276852485185 -0.4155887599374794 3.4630974327018085 0.6973586085473972 1.1643153483928632 1187008882.4294357 2.791370742020058
1.1974126461634522 0.9644035583321635 -0.02428418169226977 0.00018131503594130682 40.953798865635655 -0.27238817156496786 3.366474079973428 1.2495328253328049 5.388026989799314 1187008882.4316046 2.6673502867536145
1.1974037271032179 0.6738762169690525 0.04559411416403451 -0.045098022999220944 42.968354976913766 -0.29331528605727775 3.3810455989923383 0.6298838859975143 4.2928445528514345 1187008882.4310703 2.695252629400001
1.1974623518527066 0.9453671486791269 0.004202357277606553 -0.022323130661671797 36.16211359652973 -0.29868190035523867 3.405896880066692 2.00154606456412 6.253378105788338 1187008882.4312212 2.493845174774149
1.1977772298520195 0.5661836510308905 0.06384195578706595 0.023380711408920535 37.2580469191563 -0.40366531179384363 3.442373340832213 2.5822431326882964 0.7391555580669553 1187008882.4300005 2.354264125150652
1.1974592263258617 0.8520991647166264 -0.06265248681866441 0.06253393097155474 41.59857456897198 -0.28583974536343104 3.370461569903493 2.2445141717207218 3.264076289165381 1187008882.4314628 2.7055410302494667
1.197468934156291 0.6874243896418286 0.006574407300864976 0.0213058342010794 35.044430657526085 -0.4124015689273245 3.4525025885459395 2.592600131978863 0.25843689855693003 1187008882.4297347 2.456820335432703
1.1974582895419512 0.9378499220657552 -0.03616151416241216 0.023828735390882733 41.78618716673175 -0.3489107186779113 3.430329588001471 2.998192244159663 0.7757979093934154 1187008882.4306216 2.975629868335699
1.1973644457264 0.7284812581077971 -0.036263496120247166 0.06069335327599898 47.58852203553506 -0.3245130121308644 3.409675523302209 2.6328843870901317 2.993278234791168 1187008882.4305515 3.019447148794932
1.1974836787069136 0.9388472200457593 0.042307189437154405 -0.0636612247371759 34.051732137471795 -0.37391318359971515 3.407991790304785 1.599816531012962 2.735515141141448 1187008882.4303012 2.4128472175783977
1.1973494362162218 0.7474457114918786 0.03728489381953057 -0.05354092544866773 33.060552869425784 -0.3751224931941549 3.404892836172207 1.783245452548742 5.3773880624599 1187008882.4303627 2.3724822642443613
1.197360645094332 0.7937961726205411 -0.05323822995050167 0.05960476043096974 41.93456476958269 -0.35781649422754047 3.431426029194065 1.3605611623873093 5.021543893590247 1187008882.4302385 2.7882016226625015
1.197583512246638 0.6038596878228624 0.06960571506907998 -0.03304398179001644 48.01224576380652 -0.32640928096922095 3.3928867925905086 1.6048929656653006 2.3717875255896144 1187008882.430781 2.8601161340455414
1.1974199762316036 0.8584635392029168 -0.0431424129273916 0.03739846177821046 36.901292757601176 -0.36336802012062963 3.4414404249638957 2.3000056631034598 3.1683142671116364 1187008882.430323 2.3423967852526077
1.1974285365411865 0.8404190412175031 -0.06004900038849262 0.06338627093332735 41.08011103559546 -0.41657888867149173 3.428390058411248 2.663189968011412 3.433715617799341 1187008882.4299366 2.806978021058143
1.1976574021936 0.5227743198526519 0.05951526475346475 0.056839126235213866 38.063821617598784 -0.2925859878273262 3.39220343943329 2.934475700290968 0.5092388644090452 1187008882.4311428 2.500029549565616
1.1973409127472234 0.9650712905122648 0.04221215712166082 -0.06988216881132088 28.595465020865152 -0.32866802439163373 3.391568525542797 2.394734263692252 2.8863296324030383 1187008882.4308398 2.0921306840406837
1.1974892088002358 0.8397834001106761 0.03193254520975673 -0.047184762180208895 20.77597357672516 -0.3915402016348623 3.432611456324366 0.12949845834052115 4.362393955746138 1187008882.430166 2.042544350675752
1.1975377894998567 0.6504657929694101 0.06154877832706768 -0.04496069597614971 26.743799726303212 -0.3565894283670003 3.434013867732995 2.1238581793341673 6.070389714181295 1187008882.4301312 2.0803442642169085
1.197508886325864 0.7528273376258667 0.03658245492516203 -0.035828407013202675 43.83148583419554 -0.4939377589871786 3.4971360831508664 2.1866205003746475 3.0872335720050086 1187008882.429079 2.7699953917983353
1.1974311615957114 0.7631406440474003 0.03753058284044056 -0.050446172659741606 40.09676582261952 -0.2700191865715715 3.3636432923440163 2.963891203721932 0.5115194102896167 1187008882.4315453 2.6568567219341896
1.1974657493650531 0.9859467293725388 -0.0019661158795534622 -0.010450636758650635 46.92619900789527 -0.41200432311284085 3.4550669186402234 0.4837077837834393 4.436712191597622 1187008882.430056 2.8627630170127367
1.197606645840479 0.6477963676642805 0.06232260727463779 -0.039500780178365544 40.0540555565908 -0.3217538346639508 3.371182911139452 0.20668134980133174 1.2580955169559351 1187008882.4310818 2.627523126330183
1.1975197816792829 0.7079146022929808 -0.012058316396256284 0.04498060842295658 39.085297612992456 -0.2276664234672402 3.3402403951878683 2.7001549230645034 0.5344599432211993 1187008882.4321706 2.6585116935828386
1.1973259857419887 0.9131905125959713 -0.01983110912410068 -0.006975529360830193 31.31903882978438 -0.40623996937439766 3.464403598682266 2.27245588681065 5.988669777546879 1187008882.4294467 2.179184152691762
1.1972875957630784 0.9577336798011392 0.007376899058855038 -0.04281962394130174 35.16368139891782 -0.43449184518074074 3.4499707018817105 0.7955093017717546 4.462338879600569 1187008882.4293923 2.369336084936872
1.1974799895333172 0.6887782819944144 0.006159358232173104 0.01939805725563365 30.021901091404846 -0.3956365822176227 3.4492321953130585 1.7285706682028303 5.702913099714405 1187008882.4295447 2.271522528059424
1.1974631300206333 0.6643975233660663 0.061396214773461105 -0.05419022889662266 46.339678146946376 -0.34315350769099917 3.419211133009651 0.7728816048687368 4.493198591649511 1187008882.4306965 3.0573279663049227
1.1975195236068303 0.6531989692049599 0.010469844867446454 0.0355597628842812 32.06425977762323 -0.38982036881010396 3.4643640825751563 2.4114621398988283 0.11807564960827388 1187008882.4296286 2.1676013169684714
1.1975759422202843 0.7501438364778833 0.01408123264622238 0.0037388870928307255 39.52377297925138 -0.2915980401679435 3.4027546353176956 1.638301050208616 5.914646886281027 1187008882.4314833 2.6440068033341992
1.1974786140781088 0.9517368575615107 -0.030560175025515383 0.018100896854525275 29.722306076277054 -0.3393868814156777 3.403194442788488 1.4019107671825284 2.4012311939503435 1187008882.4309316 2.367429345223428
1.1976282807158405 0.6166802953294837 0.019772779191116904 0.0541623565840882 36.2202618460844 -0.3647568110982258 3.4109648597622715 0.342318505440993 1.4148628354125634 1187008882.4304545 2.627245087612744
1.1973220270124083 0.9345081948667574 -0.06351494547354064 0.03771438122044887 36.05832185008075 -0.3986449724307091 3.422644685754229 0.3983238803216604 1.0018270550796862 1187008882.4298208 2.491574300815108
1.1974794472929016 0.9490129075642345 -0.03565139044209229 0.025488218061022028 34.487652700784196 -0.34676096767681586 3.4180194545274944 2.867168557874541 0.6117357830650554 1187008882.4306905 2.323610631750859
1.1975413152690704 0.6894262982836638 0.05898276854625653 -0.056052688749894095 34.92252032738215 -0.38703661903342684 3.439667861759588 3.035097224097518 4.099004052200352 1187008882.4299445 2.4873067611899176
1.1974776084188488 0.6031554783375611 0.06141843729993987 -0.035990892695732794 42.64980028809537 -0.3672343253403757 3.431568077095605 2.7460956917962203 0.2386955624023557 1187008882.4299252 3.0288558284304834
1.1975341337208611 0.6967708426987876 0.033774506122791176 -0.020537356643425632 42.28104785365622 -0.41031708637930114 3.4324807927662677 1.72019380699248 5.92626508666088 1187008882.4297955 2.8371373353163203
1.1974467689559538 0.6347479136929316 0.018012718783670417 0.02361111227543501 44.902520214809044 -0.40825104807440077 3.4372733675488822 1.5906099823108018 5.291703944542627 1187008882.4294872 2.9228039773495453
1.1974095935511009 0.9503920896318951 -0.061214336198389785 0.04315243698448744 39.62142628322706 -0.2824665592358216 3.3826372373673035 3.0570424926786397 0.6748201235664718 1187008882.4313068 2.675717968643377
1.197500964227162 0.7290510959230021 -0.011977477363299675 0.035439016667558706 30.17025755418666 -0.2706512066029955 3.360181701506795 3.106749721927023 0.8796505445833098 1187008882.4315755 2.4270607834609175
1.1975037144639646 0.9985159666866946 -0.012509897646826626 -0.0006813150098033127 36.082243109583935 -0.340835722634363 3.400715186770652 0.934771732088822 5.161650385654251 1187008882.4308321 2.607168586987642
1.1975061122418988 0.7045651616502216 0.05742374707995729 -0.05734290833347716 47.21341785531788 -0.42983382477680065 3.4823123178521773 2.4586339692747385 0.2018238775664481 1187008882.4295416 2.7567312657082286
1.197573470142918 0.603307879482097 0.02961688995270355 0.03530007140998585 43.76655370027021 -0.44873185640010155 3.4615108076496877 2.2869775399737096 0.030891716572525936 1187008882.4292152 2.6537067568896275
1.1977614509036618 0.55158971073201 0.06514692276193795 0.029696755963871335 33.07421432629578 -0.40262657730488927 3.416629350687502 1.3587669564830531 2.5067004125034753 1187008882.4299977 2.318581688207923
1.1974113458523692 0.9282414670348761 0.0031185984025428187 -0.02201627651863145 33.447843759750384 -0.4571418987977234 3.457978323393377 2.308190359510269 3.0016572414643647 1187008882.429444 2.240246473400065
1.1974649220848275 0.9237196526465763 -0.06924233109641235 0.0599351758120337 39.59982027588244 -0.2876619117739558 3.3789448414345635 1.9194152747245872 6.074034939058025 1187008882.4313424 2.6621993478363755
1.19742446428845 0.9065435204843529 -0.022854879565022745 0.004655226328492634 32.40049302186905 -0.39188413383507 3.4222461709134993 1.6759259405883338 5.806276117158115 1187008882.4301257 2.2816339826818006
1.1974778912620372 0.7526027095486674 0.058365767428920357 -0.06934875674179192 32.42888786999767 -0.4218213221578198 3.4793347321520325 1.3942233923705525 2.212435255839169 1187008882.4296768 2.268214194116912
1.1973953825599994 0.9187120537930004 -0.05042875133758877 0.034223450297750396 39.93070089173768 -0.2906253654869477 3.395629195561724 2.9707380428521897 0.628906854265023 1187008882.4311662 2.678908461751067
1.1975684561313777 0.768966388695617 -0.022352667833924 0.04760060244969655 39.165393038245426 -0.43967151750623257 3.4631516556676694 2.4453358518923514 0.4083229803846118 1187008882.4295602 2.548464503306576
1.1976331749704638 0.6319650782522316 0.044050586285941176 0.002719090620419931 46.260208392040745 -0.3340543003273223 3.419708807873506 2.2737429832503024 0.2782876371466531 1187008882.4306655 2.7425266585785617
1.1973781032211743 0.7748392030865427 -0.005287038930091553 0.0009477340791699956 33.73453417602551 -0.382565253469777 3.4317415762046357 0.24759099370691934 0.8880388503091639 1187008882.4301322 2.3861255304351237
1.1973990808818644 0.9617984006955317 -0.05705030115143045 0.034879762378916046 47.68522481417379 -0.3104126833021734 3.4061381494300105 2.9524743718170687 0.7054254070996702 1187008882.430884 2.912265684635555
1.1974417533533153 0.8315439169944321 -0.006931092682689474 -0.0015417070724682153 32.876871151782254 -0.4004767979260946 3.4622284950239512 2.15808300319918 6.252601270532234 1187008882.4297748 2.2174151480301654
1.197424344781221 0.7277671586609655 0.0012115818841594989 0.014266966084628532 44.66829159443782 -0.3923764003942858 3.453732567433513 1.736635015005842 5.4896458922001905 1187008882.4300194 2.8027332007432326
1.1976877564602866 0.5624423667425906 0.06383836359342335 0.015316750362068143 39.92489448769615 -0.3575996458702096 3.398900093710925 1.3754911022115137 5.509820906176545 1187008882.4304457 2.5906404589799514
1.1974838483792065 0.9980676036373397 -0.028809379970059473 0.011912586102630393 41.1048447557796 -0.3598144184581105 3.4230349328710705 1.2086455363871165 2.303366174791183 1187008882.430296 2.7621214443504236
1.1973545181148257 0.9044861327089533 0.030117903129183665 -0.057383316314064674 39.18785028227027 -0.291014894355882 3.368900244280042 2.401141440287568 2.9162385366596326 1187008882.4314184 2.7916082397638964
1.1975185379958815 0.8287831044678711 -0.014384168482856771 0.016146663349400056 29.464857887423186 -0.4165834218529466 3.431874340678766 0.023059994424894988 1.1401208575668256 1187008882.4299664 2.227626728912732
1.1974481598553366 0.8627532578097452 -0.06726079102283922 0.06689093348243155 51.16719998747838 -0.39180256067995256 3.4343232443302005 1.7611468974886217 5.793674463328105 1187008882.429973 3.061750113557041
1.19761533916745 0.678324992645952 -0.0031859783303260225 0.058445214731003614 26.85758419450182 -0.36940261346606307 3.4127444086239285 2.5839164729946975 0.5464982409705682 1187008882.4304717 2.1167916724375524
1.1976626740640812 0.6151719693115723 0.026259452735328245 0.04414515003858205 48.32578328307276 -0.36633240805494693 3.441119102927154 1.661955311217876 2.9446377349939095 1187008882.4301322 3.037459849407796
1.1977062395391256 0.5810326952475745 0.03740816663085701 0.055880037181175624 46.94418754237219 -0.30450585602978275 3.414143982715346 0.6381071294881296 1.7919980842394492 1187008882.4309254 2.9603578497524965
1.1974737191062188 0.7802385962874451 -0.029736699092410807 0.03790721613032828 26.815163806280367 -0.34273855770190226 3.4036057314191375 1.4339252514291578 5.588280183367526 1187008882.4304266 2.231473516305285
1.1976453838643866 0.629771271469674 0.04525548903960093 -6.0811690633405524e-05 34.34227361686174 -0.3653082408984315 3.4105577168935817 2.470475382023002 3.7120689403220894 1187008882.4303665 2.4772008445945097
1.1973133150801747 0.9141300333666105 -0.015401218744097056 -0.007727138544266661 39.230716781631465 -0.3645905015846051 3.4286032174084116 2.9512938842937606 0.18187256632956852 1187008882.4303625 2.5676943657916262
1.1974075695445652 0.8605463358014376 -0.0154534375471072 0.0014268764000806011 41.70237915847998 -0.2643296371999784 3.3876740775488123 2.6235523899096567 0.3294242804892647 1187008882.431543 2.8782604008492263
1.1974149408850345 0.9213195757172786 0.03656482027230187 -0.05856032788668734 42.82029909649715 -0.29502310232036827 3.3982540299454764 1.7702862236383647 5.680638766039326 1187008882.431312 2.6724335813253726
1.1974322984048729 0.9253337506834308 -0.03735163104283199 0.019812280055132678 45.9944821031147 -0.3745082852834542 3.4357821828006205 2.071186751833371 6.25655508224429 1187008882.430179 2.8791340235781258
1.1973562562418032 0.9794639908318016 -0.0036922609959332553 -0.022220375540228973 43.22325199397448 -0.29816842936066734 3.374155456175163 2.1444025437136403 2.780689412613929 1187008882.4313405 2.682071561047609
1.197381782597465 0.8069259445187507 -0.04181486094594606 0.039819739340292606 31.365657467204244 -0.311007266167953 3.406532493855419 0.1802261551246477 4.083896114112808 1187008882.4308062 2.4021262121540135
1.1974790911969746 0.8295139705682198 0.040341501884435166 -0.05659333894649854 39.92001803212069 -0.3217017271423824 3.3769752893576226 0.7539982606136394 4.876364915546098 1187008882.4311793 2.5971162076104535
1.1974283752728945 0.9981363170552262 0.027706632358988237 -0.04957370191967003 35.9538876743389 -0.33608174071594477 3.4226287173543968 1.4142102023675223 2.3166309344120593 1187008882.430471 2.43382551217421
1.197467619536241 0.6395772748317649 0.040850547757507405 -0.0114576539403793 47.47391042988833 -0.3769978630353699 3.4367378560767783 2.6113860929674884 3.0796056286562883 1187008882.429927 2.9055323912263575
1.1973731633908682 0.7379336150478388 0.010044627129699321 -0.011663512174065138 42.80180814166899 -0.4233772065238805 3.4543943233029686 0.49983689934641823 1.0326049083393354 1187008882.4295347 2.5848850178865588
1.1975145024300706 0.8442687894500054 -0.01720629212532848 0.017283042157308692 41.47007187319069 -0.39391085059513514 3.4392730516453014 1.3331538360894748 5.518471064764727 1187008882.4300396 2.890086610843988
1.197609734226555 0.5666664533320771 0.060217553590878325 0.004857363870634915 35.10674581830915 -0.2676827655475253 3.353805713416589 0.4684945780211057 4.511541374413582 1187008882.4315016 2.626791270792183
1.1973495841560353 0.8821297505629399 -0.05113016550258228 0.0358832043709702 38.0476624764236 -0.41230384345894405 3.444541458654236 2.9630819272860824 3.5183399335597363 1187008882.4296267 2.408078862796903
1.197461572002574 0.9872297089120108 -0.05806270386890276 0.04018246212821218 31.031606242763207 -0.37193524165328584 3.439254626887944 0.7071916511068683 1.8179267801802388 1187008882.4302747 2.204454792827203
1.1974615078540563 0.7014839287332071 0.04509555188525882 -0.0463617082544054 31.396120862501782 -0.3981981031530913 3.4444124575331307 0.11878772163133273 0.899667515002818 1187008882.4297736 2.3794051662757996
1.1974520867349634 0.7591558572846713 -0.027328593520567435 0.04174165857863055 28.416330132781926 -0.2636251566810904 3.37884029148019 1.8490698360689317 5.8592669736832255 1187008882.4313934 2.273044271778879
1.197494244742771 0.6775419020526234 0.005237661012071793 0.029453292479549434 35.730189073454774 -0.24392936701685147 3.361325941603001 0.6389491680982547 4.667016622344946 1187008882.4319053 2.4775374600673157
1.1974672064352592 0.9398523341518722 0.050663962414520924 -0.0676956221444411 39.1299358809006 -0.31849813464331606 3.425609548598349 1.045687063079287 5.079274443573047 1187008882.4309247 2.551982832940275
1.197466108093876 0.6467067414456376 0.016805129959201692 0.024797408870259843 40.255333580181855 -0.35559103824071503 3.390798786197343 1.78395955635005 5.503221216178491 1187008882.4305506 2.6046179113980137
1.197331995627316 0.9399663859862181 -0.031228062671260604 0.001745256600583403 34.98210964486028 -0.3594566670348624 3.42900773727143 0.9003590886254977 4.80351613307562 1187008882.4301615 2.3913184737827047
1.1974535067910592 0.7899729188826938 -0.008929433054757345 0.010646168248954826 32.18148933231767 -0.3937530592541842 3.4413702284859715 2.426318898127015 0.18228447412826523 1187008882.430036 2.345540484171622
1.197516494633241 0.7111587527605241 0.054582351540410995 -0.050748640826676725 42.24644586378993 -0.38373331628977875 3.423770220129944 2.8642180485699695 3.577217118255826 1187008882.4302847 2.7596383724097526
1.1972652041924836 0.93759715853659 -0.04776337745544501 0.015491965141906913 42.08871412364033 -0.2990392687920481 3.385956511381584 2.997953261700401 0.2638364945675991 1187008882.430918 2.6771476022387866
1.197396888511517 0.6939267767308981 -0.024004150245756 0.06078378164779821 41.96976933851556 -0.35444179919350266 3.3932056876029177 0.9033578344629781 1.3557321729252851 1187008882.4305332 2.716440197291717
1.1973930277304097 0.9023217496647462 0.031738998767683824 -0.057771546517379924 45.48047073915545 -0.4514339208450495 3.4548746027044945 2.732976534898232 0.36343633054537616 1187008882.429393 2.856245515617043
1.1975063420735945 0.892479206606691 -0.06397260203095484 0.06494905582900062 43.20814694778253 -0.390696866926133 3.447583189262368 2.604574593751508 0.5071658135029516 1187008882.430013 2.8432701814200545
1.197470321645342 0.6769039830398109 -0.011875926463098263 0.05568198389605453 39.836666053683665 -0.31245588344346126 3.405305648446692 2.8153107174798078 0.46313858132035135 1187008882.4309187 2.5639783914642975
1.1974563459168484 0.7478777350495148 0.03499862482981518 -0.04435843505857577 40.501053406890364 -0.31584076866641325 3.4069403536760223 1.581676168492945 5.69216228760938 1187008882.4307442 2.5887161222654864
1.1975522794889522 0.6461876597637874 0.05614037349593995 -0.03201910631733233 43.055083890652206 -0.24024285859954267 3.362134447383515 2.439058229920687 3.322851532735233 1187008882.4320877 2.9608953195682886
1.197408457859146 0.884303616132708 -0.0662296251288117 0.05738912639417573 44.20406523437779 -0.2728254032220678 3.3892658328558802 0.4665690082381718 4.424879985960981 1187008882.4314122 3.0279687291278714
1.1974124387971674 0.9373792524032019 0.004838660903355704 -0.021306581964326415 42.43516352789237 -0.3539137367976601 3.4210234302427627 2.199279749368652 2.857239683928053 1187008882.4306433 2.8478041851683726
1.1973562839877097 0.9460259845547623 0.040550087834302834 -0.06862589398664269 29.9931439534487 -0.34870504589000695 3.3991398065013687 1.9041653526936249 5.661240083795977 1187008882.4305441 2.2378583089622297
1.1974048063475116 0.8300397907736987 -0.03719090176337936 0.035527714125392004 47.37436257772602 -0.4313425480115541 3.477362643382292 2.9554040447734966 3.64832891435073 1187008882.4294376 2.7840995358258964
1.197567046764771 0.6288396401084868 0.06837664177756547 -0.04566087514502607 40.11077418154755 -0.28842323073790627 3.389458285896237 1.8654754622909377 5.846147533212724 1187008882.431162 2.9779696949679466
1.197686787165166 0.5415274599630429 0.06640648909546232 0.021946975213015862 34.38564480987876 -0.3953058889389622 3.412394043330021 0.8222586999083837 4.964438458752926 1187008882.4299507 2.4274265434085662
